,code,img_name,manipulation,vm,am,valence,arousal,label
85,maba09,915_dc9fd40a3b5d64a180833a7bac86e7556c24f681f473fe255e41f936_circblurint.jpg,circularblurringint,-3.09294,-0.918696,-2.883895131,-2.593632959,LVLA
86,maba09,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_orig.jpg,original,1.432444,-0.01935732,1.601123596,0.608614232,HVLA
87,maba09,172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_circblurext.jpg,circularblurringext,0.379572,0.01725328,-0.617977528,1.123595506,HVHA
88,maba09,172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_orig.jpg,original,0.379572,0.01725328,2.687265918,3.267790262,HVHA
89,maba09,1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_bw.jpg,blackwhite,3.428572,-0.476192,0.402621723,-1.535580524,HVLA
90,maba09,986_a77edb21e78bc3a6aa7406517824596b3496ad6c657b6befb84cf370_blur.jpg,blurring,-3.906316,-0.60496,-1.329588015,-2.265917603,LVLA
91,maba09,407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_circblurext.jpg,circularblurringext,3.5873,-0.444444,0.571161049,-0.63670412,HVLA
92,maba09,156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_blur.jpg,blurring,2.222224,0.0,-1.264044944,-1.573033708,HVLA
93,maba09,396_208259ea431d47bb7f3946213eb099834eb119756ce304ad473d4d9f_circblurext.jpg,circularblurringext,2.857144,-0.3809524,-2.612359551,-1.310861423,HVLA
94,maba09,498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_circblurext.jpg,circularblurringext,3.04762,-0.444444,0.617977528,-2.265917603,HVLA
95,maba09,354_e46c3ec6fb00773f64f2bcd212385f253c389808fe724b7cf8611051_bw.jpg,blackwhite,2.018292,0.0,1.151685393,0.234082397,HVLA
96,maba09,494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_edges.jpg,edges,0.03871468,0.0,0.374531835,-2.481273408,Neutral
97,maba09,482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_blur.jpg,blurring,-3.361852,-1.555612,-1.882022472,-2.584269663,LVLA
98,maba09,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_orig.jpg,original,-2.91956,2.466524,-1.573033708,-2.780898876,LVHA
99,maba09,854_081a8409e4d6d10923b2dedcc16a3fca405fcd602e55a20d84cac69d_orig.jpg,original,3.088264,1.21538,0.786516854,-1.807116105,HVHA
100,maba09,13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_circblurext.jpg,circularblurringext,2.190476,0.0,0.627340824,0.374531835,HVLA
101,maba09,28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_edges.jpg,edges,2.811244,-0.74584,0.47752809,0.393258427,HVLA
102,maba09,369_98db62a1bdabfd1bc551180da6658005b461585cd21614633cf76470_circblurint.jpg,circularblurringint,2.190476,-0.03174604,1.38576779,-1.367041199,HVLA
103,maba09,1061_665178b9cb0bc869cc2e2b68def4838db04e66f9531098fb75875a09_circblurext.jpg,circularblurringext,0.3492064,-0.3174604,-1.282771536,-1.161048689,HVLA
104,maba09,13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_circblurint.jpg,circularblurringint,2.190476,0.0,0.805243446,1.161048689,HVLA
105,maba09,381_5935a9f9796adce2f1539af6c75bcdc0c80d847a2ce9b77cf59b7672_orig.jpg,original,-1.327432,-0.442476,-1.741573034,-2.209737828,LVLA
106,maba09,860_05c4e22518a30d3d2add458a8fc6488f87b9b02dd8e385ded939f025_bw.jpg,blackwhite,1.955092,0.3097172,2.303370787,2.368913858,HVHA
107,maba09,508_a7a9519cdc7aad6844030f4e6cd96cffd1b9c49b71e20ea52789bda2_orig.jpg,original,-3.000388,-1.29694,-1.816479401,0.823970037,LVLA
108,maba09,440_dc6413e2b65369ee2587f4d85621742fe4ca87392d0a8ad2ea7d94e3_blur.jpg,blurring,-3.016216,1.69404,0.571161049,-1.928838951,LVHA
109,maba09,368_6507b94d7d0199f14efd3706db30c9c44b96085f84e9cc7792e3e0ae_blur.jpg,blurring,1.959544,0.400336,1.329588015,1.676029963,HVHA
110,maba09,455_34a7d8167619d110206c369e3f7dce8a3f99db763a9d8e2b956501d3_edges.jpg,edges,-2.526412,-0.3827896,-1.975655431,-2.621722846,LVLA
111,maba09,686_6745b57686ad5d1bd6cf3e7ed5bc0243a154f8939e88e30321dfcfdb_bw.jpg,blackwhite,-1.523808,3.650792,-2.415730337,-0.730337079,LVHA
112,maba09,236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_circblurint.jpg,circularblurringint,2.253968,0.0,0.889513109,0.74906367,HVLA
113,maba09,28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_bw.jpg,blackwhite,2.811244,-0.74584,2.312734082,1.779026217,HVLA
114,maba09,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_edges.jpg,edges,1.432444,-0.01935732,0.664794007,-2.18164794,HVLA
115,maba09,700_59cb565f134f1afd066d7b6d936c6511b7cb76de0e9cbb5ce15124ad_bw.jpg,blackwhite,0.0,0.0,-2.059925094,-2.013108614,Neutral
116,maba09,172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_blur.jpg,blurring,0.379572,0.01725328,0.74906367,-1.797752809,HVHA
117,maba09,243_beddb302dcb21071d88c8d2cab07002050d36b3001ef28f89389fa56_bw.jpg,blackwhite,-0.3450656,-0.2070392,-1.86329588,-3.174157303,LVLA
118,maba09,692_e3e3bf88684fbbcdb9849a4147f9e2fcd39b0f083554a829aca4e9fa_edges.jpg,edges,-0.44522,3.135888,0.561797753,-2.275280899,LVHA
119,maba09,687_e3b018945792a574962235c88c553b7c318c75eec2596478e8a7b877_circblurext.jpg,circularblurringext,3.63918,-0.42586,-1.348314607,-1.329588015,HVLA
120,maba09,1010_06d15f44b979c086561137000ec070ba4cd479856f92840a7850b2bf_blur.jpg,blurring,0.189786,-0.189786,0.664794007,0.056179775,HVLA
121,maba09,858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_bw.jpg,blackwhite,0.0623832,0.176752,-2.996254682,-0.15917603,HVHA
122,maba09,48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_bw.jpg,blackwhite,-1.264224,-0.779604,-2.153558052,2.612359551,LVLA
123,maba09,416_8a1f874e0057d67a4e6955865ba88b2d8ce2c8b4469589307687a723_blur.jpg,blurring,-1.753336,3.088264,-1.38576779,-2.116104869,LVHA
124,maba09,13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_edges.jpg,edges,2.190476,0.0,-0.224719101,2.06928839,HVLA
125,maba09,349_8809a67686d34844c915d7700e2ea72ad1c02ae232ae0d3cc0e458d4_circblurext.jpg,circularblurringext,-3.619048,-0.2857144,-1.647940075,-1.413857678,LVLA
126,maba09,414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_blur.jpg,blurring,-2.786708,-1.133056,-2.509363296,-1.058052434,LVLA
127,maba09,494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_orig.jpg,original,0.03871468,0.0,-3.127340824,-0.374531835,Neutral
128,maba09,403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_circblurext.jpg,circularblurringext,-3.333332,-1.396824,-1.797752809,-0.983146067,LVLA
129,maba09,380_34772591c787182a37724027eac6948ebc9d4064f6a601d23b923b8e_orig.jpg,original,2.222224,-0.063492,2.294007491,0.992509363,HVLA
130,maba09,640_0ddb4981a5f5842ed5b4f7ef941be53779189df5e718b1fc5475ad80_circblurext.jpg,circularblurringext,2.571428,-1.873016,0.393258427,-1.086142322,HVLA
131,maba09,60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_orig.jpg,original,2.158732,0.0,2.453183521,-1.217228464,HVLA
132,maba09,440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_orig.jpg,original,-2.284164,2.710028,2.584269663,0.777153558,LVHA
133,maba09,440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_edges.jpg,edges,-2.284164,2.710028,2.106741573,1.095505618,LVHA
134,maba09,379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_blur.jpg,blurring,-0.3926308,2.88936,-1.86329588,-0.880149813,LVHA
135,maba09,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_circblurint.jpg,circularblurringint,2.022756,0.505688,1.741573034,0.365168539,HVHA
136,maba09,434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_orig.jpg,original,-3.523808,1.428572,-2.059925094,-0.917602996,LVHA
137,maba09,1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_blur.jpg,blurring,2.137444,0.703464,-1.676029963,-0.617977528,HVHA
138,maba09,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_bw.jpg,blackwhite,2.126984,0.0,-1.54494382,-2.65917603,HVLA
139,maba09,854_081a8409e4d6d10923b2dedcc16a3fca405fcd602e55a20d84cac69d_blur.jpg,blurring,3.088264,1.21538,-1.70411985,-2.162921348,HVHA
140,maba09,736_bb85db1bcda8eb34299aa5791ac65a0a7c343266eb2d6e6e328ec0e1_blur.jpg,blurring,3.650792,-0.03174604,0.496254682,-0.917602996,HVLA
141,maba09,459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_orig.jpg,original,0.03174604,0.0,-2.81835206,-1.872659176,Neutral
142,maba09,236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_edges.jpg,edges,2.253968,0.0,0.571161049,0.571161049,HVLA
143,maba09,915_dc9fd40a3b5d64a180833a7bac86e7556c24f681f473fe255e41f936_bw.jpg,blackwhite,-3.09294,-0.918696,-2.237827715,-2.593632959,LVLA
144,maba09,1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_circblurext.jpg,circularblurringext,-0.03174604,0.190476,-1.75093633,-1.06741573,LVHA
145,maba09,369_c99797771115d7627d4abe3415f814497288f91a7be1a04c17c776b9_bw.jpg,blackwhite,3.619824,-0.174216,0.870786517,-1.43258427,HVLA
146,maba09,1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_circblurint.jpg,circularblurringint,2.137444,0.703464,-0.205992509,-1.91011236,HVHA
147,maba09,60_ad52063167538de24f94d7dfd04808cb94cf8f426c40871d2f126505_blur.jpg,blurring,2.158732,0.0,1.020599251,0.9082397,HVLA
148,maba09,741_2b218fb015e3da83db73cacdb52e61e0c2534c1fe255bb1c5c74d47f_edges.jpg,edges,3.140096,0.448584,0.58988764,-1.985018727,HVHA
149,maba09,365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_edges.jpg,edges,2.507936,-1.968252,0.730337079,-2.387640449,HVLA
150,maba09,293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_orig.jpg,original,-2.574524,2.632596,1.526217228,1.020599251,LVHA
151,maba09,500_3b520c7f352afa1a9f8c07e56cc0588cdc04d25ff6e7b602b5e280cb_edges.jpg,edges,-0.8328,3.11766,-1.132958801,-2.162921348,LVHA
152,maba09,468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_blur.jpg,blurring,2.031744,0.2539684,-1.254681648,-2.191011236,HVHA
153,maba09,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_bw.jpg,blackwhite,-2.690668,2.61324,-3.174157303,-0.514981273,LVHA
154,maba09,716_2ab64478147184c4df720a52cf621875addc9007cb2967e4a9a88909_orig.jpg,original,2.428484,0.0,-2.125468165,-1.629213483,HVLA
155,maba09,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_circblurext.jpg,circularblurringext,3.174604,0.3174604,1.404494382,-1.947565543,HVHA
156,maba09,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_blur.jpg,blurring,1.432444,-0.01935732,1.357677903,0.889513109,HVLA
157,maba09,39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_edges.jpg,edges,2.022756,0.463548,-0.252808989,-0.31835206,HVHA
158,maba09,1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_edges.jpg,edges,3.428572,-0.476192,-0.458801498,-0.15917603,HVLA
