valence_slider.response,valence_slider.rt,arousal_slider.response,arousal_slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,img_name,vm,am,manipulation,participant,date,expName,psychopyVersion,OS,frameRate
-0.024968789,1.747,-3.29588015,2.615,0,22,22,368,1,616_05a637f5281666f53d4e2ef69351485fc21d629b37ee2006b2076eb6_edges.jpg,-2.380952,-0.832364,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.861423221,2.096,-3.308364544,2.95,0,23,23,221,1,396_208259ea431d47bb7f3946213eb099834eb119756ce304ad473d4d9f_circblurext.jpg,2.857144,-0.3809524,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.260923845,1.625,1.598002497,2.48,0,24,24,523,1,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_bw.jpg,3.174604,0.3174604,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.411985019,2.992,-3.54556804,4.893,0,25,25,237,1,410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_blur.jpg,-0.3677892,2.981028,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.234706617,4.515,2.372034956,5.648,0,26,26,125,1,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_circblurext.jpg,1.838948,0.3097172,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.037453184,2.082,-0.024968789,6.249,0,27,27,486,1,818_877aae033c31e3bbca4486321a5307f87cf53c576c546462d3daf194_orig.jpg,-1.277584,0.619436,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.872659176,4.382,0.362047441,5.946,0,28,28,467,1,736_bb85db1bcda8eb34299aa5791ac65a0a7c343266eb2d6e6e328ec0e1_circblurext.jpg,3.650792,-0.03174604,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.697877653,26.796,0.611735331,60.46,0,29,29,16,1,39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_circblurint.jpg,2.022756,0.463548,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.248439451,3.494,-3.895131086,4.414,0,30,30,238,1,410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_circblurint.jpg,-0.3677892,2.981028,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.285892634,6.459,-0.012484395,8.981,0,31,31,484,1,759_95e1c46ed9a337414d5c8eada8fa8b9632e18751f5ce6ed587806e91_circblurint.jpg,2.126984,0.0,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.274656679,2.082,-0.037453184,2.747,0,32,32,93,1,258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_blur.jpg,3.497684,-0.61104,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.998751561,1.682,-2.933832709,2.481,0,33,33,348,1,498_305b74cdc4784d9d25e72724302e5402def70177ea31ae7e25fab66b_orig.jpg,3.04762,-0.444444,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.535580524,1.527,-0.274656679,2.66,0,34,34,154,1,355_00a76f54934d36566dd0e7b091b8aa6a56d8e6b32d349aa578a10b45_circblurint.jpg,2.910052,0.3439152,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.234706617,1.448,2.197253433,2.095,0,35,35,449,1,709_69c01dcde028a2a1a913f1a2a5026ae1748484f75c89217a040c6791_circblurext.jpg,1.432444,-0.01935732,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.27340824,3.282,-3.820224719,5.026,0,36,36,575,1,1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_circblurext.jpg,-2.507936,-1.142856,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.374531835,11.149,0.224719101,12.883,0,37,37,54,1,137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_orig.jpg,-0.95238,2.095236,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.548064919,1.748,1.77278402,2.725,0,38,38,201,1,380_34772591c787182a37724027eac6948ebc9d4064f6a601d23b923b8e_blur.jpg,2.222224,-0.063492,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.747815231,1.625,1.498127341,2.523,0,39,39,569,1,1037_e2eb929a6de79a63ce6cfe5321fcb74a203b134e4094932d90b01d99_circblurext.jpg,2.651956,0.0,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-2.596754057,2.249,-3.083645443,2.948,0,40,40,130,1,349_18d92ef5c21ca70a3dd237aad251594e1688bbe01d8cff37b89c46b8_circblurint.jpg,-2.74874,-1.258228,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.037453184,2.327,-3.370786517,3.293,0,41,41,314,1,459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_edges.jpg,0.03174604,0.0,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.74906367,2.081,-2.883895131,2.895,0,42,42,207,1,381_5935a9f9796adce2f1539af6c75bcdc0c80d847a2ce9b77cf59b7672_blur.jpg,-1.327432,-0.442476,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.820224719,1.858,0.449438202,5.147,0,43,43,331,1,482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_bw.jpg,-3.361852,-1.555612,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.882646692,1.297,-1.460674157,2.161,0,44,44,528,1,915_dc9fd40a3b5d64a180833a7bac86e7556c24f681f473fe255e41f936_orig.jpg,-3.09294,-0.918696,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.857677903,1.616,-3.470661673,2.329,0,45,45,418,1,692_7d7eaf20e6de8956f0fca7500ace97a8599aa8b605a7d690cdb28724_circblurint.jpg,-2.063492,-1.26984,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.936329588,2.413,-3.695380774,3.558,0,46,46,301,1,453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_bw.jpg,2.222224,0.0,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.012484395,1.479,-0.13732834,4.348,0,47,47,478,1,748_e519892faa7c772a0afaf9eeff36cf0e411574027ab3d9aa4947a048_circblurint.jpg,-1.813112,3.307432,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.162297129,1.513,-0.112359551,2.844,0,48,48,310,1,455_34a7d8167619d110206c369e3f7dce8a3f99db763a9d8e2b956501d3_circblurint.jpg,-2.526412,-0.3827896,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.584269663,1.76,2.671660424,2.529,0,49,49,231,1,407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_blur.jpg,3.5873,-0.444444,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.857677903,1.725,1.223470662,2.662,0,50,50,335,1,482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_circblurext.jpg,-3.361852,-1.555612,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.461922597,3.613,-0.549313358,4.958,0,51,51,542,1,1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_edges.jpg,3.428572,-0.476192,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.087390762,1.393,0.037453184,2.165,0,52,52,23,1,48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_circblurext.jpg,-1.264224,-0.779604,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.062421973,1.226,0.037453184,1.929,0,53,53,308,1,455_34a7d8167619d110206c369e3f7dce8a3f99db763a9d8e2b956501d3_edges.jpg,-2.526412,-0.3827896,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.24968789,3.192,-1.63545568,4.148,0,54,54,513,1,858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_blur.jpg,0.0623832,0.176752,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.086142322,4.192,-3.171036205,4.979,0,55,55,78,1,242_85283f6935a89812ab229dcad9ba184529c9242ac3106d768ecf3ab3_orig.jpg,2.14918,-0.2949852,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.985018727,2.315,2.559300874,7.082,0,56,56,464,1,736_bb85db1bcda8eb34299aa5791ac65a0a7c343266eb2d6e6e328ec0e1_edges.jpg,3.650792,-0.03174604,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.173533084,3.013,1.747815231,3.991,0,57,57,548,1,1010_06d15f44b979c086561137000ec070ba4cd479856f92840a7850b2bf_edges.jpg,0.189786,-0.189786,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.897627965,1.858,1.885143571,2.726,0,58,58,172,1,365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_circblurint.jpg,2.507936,-1.968252,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.947565543,3.049,0.561797753,4.13,0,59,59,396,1,683_a004ad18331da968da5debdd15e1447dd7748750af0bc6c57b844200_orig.jpg,-2.91956,2.466524,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.13732834,1.214,-0.024968789,1.958,0,60,60,22,1,48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_circblurint.jpg,-1.264224,-0.779604,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.29588015,4.392,-2.896379526,5.494,0,61,61,323,1,460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_circblurext.jpg,-3.430992,-1.607468,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.037453184,1.28,0.087390762,2.191,0,62,62,59,1,137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_circblurext.jpg,-0.95238,2.095236,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.310861423,2.481,-2.821473159,3.425,0,63,63,430,1,694_7a14b8ab7c564dcb0f628c4de7f6cb54e4c5f6601f774bf167641c37_circblurint.jpg,1.819588,0.116144,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.323345818,1.48,1.797752809,3.264,0,64,64,198,1,380_34772591c787182a37724027eac6948ebc9d4064f6a601d23b923b8e_orig.jpg,2.222224,-0.063492,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.621722846,1.446,2.933832709,2.314,0,65,65,40,1,82_43f4d5aec7c2e5bd495473f6708a0f2d47c9fe34e1fe9436646cb036_circblurint.jpg,2.022756,0.505688,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
3.570536829,1.325,3.670411985,2.214,0,66,66,123,1,347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_blur.jpg,1.838948,0.3097172,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.209737828,1.548,2.122347066,2.347,0,67,67,524,1,877_cab3efed0c9ff4552037df6c1ea4ea9713f915c94592a14dbf2799da_edges.jpg,3.174604,0.3174604,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-2.284644195,2.959,-3.370786517,4.047,0,68,68,214,1,394_8e3a0cb945144d53bd1ace04b6256237ed9dcbbd9cb83f8a4886b0e6_circblurint.jpg,-2.593884,2.651956,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.174781523,3.814,-0.099875156,4.581,0,69,69,506,1,855_66d893451dfd1e7615132071c6c8a82b02dc2b37781cd89400883b26_edges.jpg,2.69484,0.2143624,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.972534332,3.628,0.599250936,4.859,0,70,70,271,1,434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_bw.jpg,-3.523808,1.428572,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.099875156,1.28,-0.13732834,2.013,0,71,71,595,1,1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_bw.jpg,-0.03174604,0.190476,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.63545568,2.992,-1.810237203,4.378,0,72,72,248,1,414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_edges.jpg,-2.786708,-1.133056,edges,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.360799001,3.126,-2.784019975,4.859,0,73,73,394,1,663_aaf52107fe3a86392530d88b34e86f9d2b6820714cad98d1e3c2cb67_circblurint.jpg,2.58766,0.0918696,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.88639201,1.648,-3.258426966,2.493,0,74,74,60,1,156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_orig.jpg,2.222224,0.0,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-2.15980025,3.982,-0.174781523,5.713,0,75,75,388,1,646_577760d718dab44c6f04d77408c5644a120065ce07a9503957d0850a_circblurint.jpg,-2.690668,2.61324,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.034956305,1.426,2.084893883,2.647,0,76,76,5,1,13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_circblurext.jpg,2.190476,0.0,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.872659176,3.015,-1.810237203,6.814,0,77,77,373,1,620_9674719009d75dcfeaed7f15932c43e1fd1af5e25d47b8aadd61efe2_bw.jpg,-0.561364,1.142084,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.560549313,1.728,1.27340824,2.649,0,78,78,72,1,236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_orig.jpg,2.253968,0.0,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.011235955,1.848,-1.148564295,2.682,0,79,79,304,1,453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_circblurint.jpg,2.222224,0.0,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.433208489,1.727,1.048689139,2.793,0,80,80,334,1,482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_circblurint.jpg,-3.361852,-1.555612,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
2.059925094,1.793,1.722846442,3.079,0,81,81,175,1,368_6507b94d7d0199f14efd3706db30c9c44b96085f84e9cc7792e3e0ae_bw.jpg,1.959544,0.400336,blackwhite,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.212234707,2.859,-0.187265918,3.613,0,82,82,435,1,694_f80f33613b268beffd6c044537cf3b44a84683d6e889bc37b8e9c34b_blur.jpg,-0.3785616,3.34728,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.011235955,2.361,-3.757802747,3.094,0,83,83,293,1,442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_circblurext.jpg,1.619048,0.126984,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.911360799,1.792,-3.370786517,2.747,0,84,84,100,1,267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_circblurint.jpg,1.980616,0.2107036,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-0.774032459,2.194,-0.274656679,3.747,0,85,85,161,1,358_157f8ac929713531a15b1ecf115e7b659cb90e83d675251e368d165f_circblurext.jpg,-3.777776,-0.571428,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
0.424469413,2.55,-3.495630462,3.528,0,86,86,216,1,396_208259ea431d47bb7f3946213eb099834eb119756ce304ad473d4d9f_orig.jpg,2.857144,-0.3809524,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
1.760299625,1.963,0.786516854,3.412,0,87,87,276,1,440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_orig.jpg,-2.284164,2.710028,original,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.583021223,2.025,3.345817728,2.994,0,88,88,496,1,824_b1d91cc824ce0d3d383d3147da88d3d6dbaf6be918bab79e3ec8f501_circblurint.jpg,-3.645176,-1.432784,circularblurringint,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.770287141,1.592,0.599250936,2.491,0,89,89,251,1,414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_circblurext.jpg,-2.786708,-1.133056,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-3.707865169,1.926,1.785268414,3.648,0,90,90,165,1,361_b5541309527dc3c2422f45a95ebb0ed32005e6fe10d0489a1ff1fbdc_blur.jpg,-3.987612,-0.2516452,blurring,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
-1.285892634,5.183,-3.04619226,6.793,0,91,91,515,1,858_2f6539ee36aba48c38dc716d4f7c3ae93367d6ddf23ab41745d4172c_circblurext.jpg,0.0623832,0.176752,circularblurringext,vasb,2022-06-15_11h43.55.775,ratings,2022.1.1,MacIntel,29.41176471
