img_name,am,arousal
1005_b980c0747d20935bc63cc27a9e05ce2ff5bae98f859872ec48edd7f5_orig.jpg,-0.47619200000000006,-0.26030659923076926
1010_06d15f44b979c086561137000ec070ba4cd479856f92840a7850b2bf_orig.jpg,-0.18978599999999998,-0.4644063095384615
1014_a5c212ca979d482cf94c2db7697aba75620391a64b030ab7ad2bbecf_orig.jpg,-1.374372,-0.8538563632307692
1022_cf035e583d41a856836f8b0ae314ecbe79dffd9e40ef6a08cc26028f_orig.jpg,3.0584599999999997,-0.4218132173076923
1037_e2eb929a6de79a63ce6cfe5321fcb74a203b134e4094932d90b01d99_orig.jpg,0.0,0.011310456384615346
1039_d64da8480fc6e94dcdc513237d600570ae0b9fe48795ac6a8b2d29a7_orig.jpg,-1.142856,0.05064570400000001
1061_665178b9cb0bc869cc2e2b68def4838db04e66f9531098fb75875a09_orig.jpg,-0.3174604,-0.10105107653846156
112_b6a4ce721c2e42943d7d8b168751d74cd2f372b1cd4fed5a4404faec_orig.jpg,0.505688,0.914206825846154
1225_59c67a821456f2cce3e5acf66d7f00076bd02caffc984c1eb0df794e_orig.jpg,3.809524,1.0859069098461538
1228_557412d34d6a70b7c5d222e030aa485b351a4574e8ba1a3112d1d13d_orig.jpg,0.7034640000000001,0.09454412846153841
1239_cee00457f4cfb76a407b12fd5ad714d440a4614c1e5467ee16caf618_orig.jpg,0.190476,0.17882982669230768
137_0e6a04243c0a42a5e2528a2d181255ca2a4b7bd6e7978c5c2059c69f_orig.jpg,2.095236,-0.007225787615384607
13_771f4fcf0a212d25d6a78565e7f34cc5ddd823e7afbdc77ef063326e_orig.jpg,0.0,0.17932497730769226
156_08e8cf8f04630e9213e610580de73f51572d1d589878648700bae4dc_orig.jpg,0.0,-0.2942728837692308
172_c641c6c56ca6b594b773084e1363c852abdb65f988d7ff802ee503f2_orig.jpg,0.01725328,0.05704970215384619
236_f645730e1eb06155418c9a571329cc7fa320654fcaaedf1048b5cc11_orig.jpg,0.0,0.5690733719230768
242_85283f6935a89812ab229dcad9ba184529c9242ac3106d768ecf3ab3_orig.jpg,-0.2949852,-0.5619304484615385
243_beddb302dcb21071d88c8d2cab07002050d36b3001ef28f89389fa56_orig.jpg,-0.20703920000000003,-0.6854422628461538
258_d26019382777d2159a974a7654923e71598135ce2cd710cea1f92865_orig.jpg,-0.61104,0.3002203004615384
267_792043debad81ce271cec5b3c3bd9d264efc13f362bec9c7a3f72fe7_orig.jpg,0.2107036,-0.40072787699999995
284_cdcbd54fc995081ac95c8b2c37a19cebb341f61a8eb268cee1623492_orig.jpg,2.095236,-0.8740563180769231
28_6318543b74eeb646a1735477ebc023fdc9ac3849bc0db1957c272a26_orig.jpg,-0.74584,-0.4910093029230769
293_3dfdfafc0c6a54b2da7453750ac281f7718c0b3337b0a74c4563d6bd_orig.jpg,2.632596,-0.05255678876923073
332_4d584229bdae2e1782f77f0e953e528f13c3dfa79b4b94736c0310fa_orig.jpg,0.483092,1.7562166816923077
347_27f0e47c2722605b950ccf9fa900f78271e4c3c874064ab5dacac160_orig.jpg,0.3097172,0.6786616241538461
349_18d92ef5c21ca70a3dd237aad251594e1688bbe01d8cff37b89c46b8_orig.jpg,-1.258228,-1.0055201983846156
349_8809a67686d34844c915d7700e2ea72ad1c02ae232ae0d3cc0e458d4_orig.jpg,-0.2857144,0.34011465038461536
353_44e285740cb41818482ac93fc5fbd72c18029444a1d7506c9fc053e7_orig.jpg,-0.87108,0.10120578269230775
354_e46c3ec6fb00773f64f2bcd212385f253c389808fe724b7cf8611051_orig.jpg,0.0,0.6922750293076922
355_00a76f54934d36566dd0e7b091b8aa6a56d8e6b32d349aa578a10b45_orig.jpg,0.3439152,0.08247792084615388
358_157f8ac929713531a15b1ecf115e7b659cb90e83d675251e368d165f_orig.jpg,-0.571428,-0.3168176867692308
361_b5541309527dc3c2422f45a95ebb0ed32005e6fe10d0489a1ff1fbdc_orig.jpg,-0.2516452,0.34367185253846155
365_45a719cabbc9aa308c4fcb30d529489c6966ac4073874af84f665c61_orig.jpg,-1.968252,-1.0596214103846153
368_6507b94d7d0199f14efd3706db30c9c44b96085f84e9cc7792e3e0ae_orig.jpg,0.400336,1.1970233803076924
369_98db62a1bdabfd1bc551180da6658005b461585cd21614633cf76470_orig.jpg,-0.03174604,0.5142801610000001
369_c99797771115d7627d4abe3415f814497288f91a7be1a04c17c776b9_orig.jpg,-0.17421599999999998,0.11307387707692308
379_eeaa6d9bf5a4ef205dc48bc505cf3a7f24ea86e99af9b371e03602a7_orig.jpg,2.8893599999999995,-0.8601534151538461
380_34772591c787182a37724027eac6948ebc9d4064f6a601d23b923b8e_orig.jpg,-0.063492,0.45976343338461534
381_5935a9f9796adce2f1539af6c75bcdc0c80d847a2ce9b77cf59b7672_orig.jpg,-0.442476,-0.6724483209230769
394_8e3a0cb945144d53bd1ace04b6256237ed9dcbbd9cb83f8a4886b0e6_orig.jpg,2.651956,-1.2328326326153844
396_208259ea431d47bb7f3946213eb099834eb119756ce304ad473d4d9f_orig.jpg,-0.3809524,-0.7633298843076923
39_2fafccaa4dc69045a05845f59c6b3cd2edcf7e0e0c108b24e553afe0_orig.jpg,0.463548,0.6744047106923077
403_57ac47f43882fc031a6067b1a388c0b2cbe8708dcbd2ff1019932eff_orig.jpg,-1.396824,-0.41246465815384614
407_578d31d32e806706dde2563213f130b90e621abfed0e47ecabd85d27_orig.jpg,-0.44444399999999995,0.8471478309230769
410_9633c4ff6e8888fcfca59a60ca86e9606d3e0736500a254101bdf295_orig.jpg,2.981028,-0.7417166833076922
411_adfd0d5782129756321ff671d0cfb712528504c66c863df11aabd1e7_orig.jpg,-1.369576,-0.5365614510769231
414_0187bdf7007109b487865b6a9d388997a6817acf052a6a7cdd5b39d9_orig.jpg,-1.133056,0.09720220353846155
416_5eb54976bb41ce2a6d129ef985f792e716f010fb9b69b15f50f5d2db_orig.jpg,2.6029720000000003,-0.2729881725384616
416_8a1f874e0057d67a4e6955865ba88b2d8ce2c8b4469589307687a723_orig.jpg,3.088264,-0.4980252896153846
431_ab5a1dbbe9292ac7f74e276cdabcd372e2c1f852ff34bf7cc6646ef8_orig.jpg,0.354334,-0.3836000067692307
434_ba36d91204d7e578001f6a545d7501e65d209554def5a3c8b7583825_orig.jpg,1.428572,0.5306410457692308
440_9bf7e8609729bf888835168834da6c3ff30b75d0d4f36e2ee6918bcc_orig.jpg,2.7100280000000003,0.634774154923077
440_dc6413e2b65369ee2587f4d85621742fe4ca87392d0a8ad2ea7d94e3_orig.jpg,1.69404,-0.8477097929999999
442_7449d79dae5d652af9b2429872cabdef938646ba024db2f431b3b28d_orig.jpg,0.126984,-0.2028713022307692
449_9c1e990a3480e5b51430fe76b0188e69ba2468fd6a866b88b2d0dd75_orig.jpg,0.03174604,-0.8728600266923077
453_54f106fd1d4b65fa4aa347407127fc30d49f791e81aee3a0bbe44489_orig.jpg,0.0,0.176605207
455_34a7d8167619d110206c369e3f7dce8a3f99db763a9d8e2b956501d3_orig.jpg,-0.3827896,-0.7482928146923077
459_46e25de472bb056cb470716d30937415f7344bfc4354d6eb710d8c9f_orig.jpg,0.0,-0.6596621384615384
460_e06b3af7ff2f2bfb5f9b6e3d5dc25b9aaa40b84823fac8fd934621bd_orig.jpg,-1.607468,-0.8322646942307692
468_8b69b13120daebadd8a4a3166e1419f2404395cba231307a4efa9fde_orig.jpg,0.2539684,0.22802569684615392
482_a1cd28915c5044c018195ab0fff10dcc95e385246b045a7cd4463ff7_orig.jpg,-1.555612,-0.07033973469230768
48_2cc936b2483ab2944c9158e163342b874ef6c1492fd8fca08c0e096e_orig.jpg,-0.7796039999999999,-0.023787046230769198
492_a1a4d288d3bc486c83c3b6a835c42891989f5ba781633932298a7676_orig.jpg,-0.44522,-0.38970572800000003
494_5c6c3b85a2734a43c24bfe337d42ffcc82b7347227804d01c784cef4_orig.jpg,0.0,-0.767592622076923
