p300,valence
1.3323806057026288,-0.046816479
-2.426075120641746,2.949438202
0.5756575573615074,2.968164794
7.8633635237585,-1.132958801
1.7721219499717633,-0.037453184
4.146513472540328,1.029962547
7.690991570984121,-0.973782772
7.104402977758291,-2.855805243
3.202663308889126,2.893258427
-0.6769808834673223,3.024344569
15.09758738624265,3.857677903
7.695745572938937,-2.031835206
0.7792972887876046,3.848314607
1.8688341041925702,1.020599251
8.446661232844832,2.02247191
1.3532928055880307,2.013108614
6.351313665036348,2.902621723
0.23533244728189529,3.923220974
6.753863442538803,2.911985019
4.235401887488506,-3.904494382
5.163826180944314,3.895131086
10.406801203043344,1.132958801
-1.3084477667048091,-0.084269663
5.837933625738822,0.074906367
4.153860337717385,3.005617978
3.351567119815836,2.949438202
3.25234299776558,0.037453184
0.34023866348484216,2.874531835
5.182818739116095,-1.048689139
7.341348984117031,3.895131086
4.1036590772423756,-2.013108614
-4.556107016776338,-1.938202247
-2.150919994384855,0.917602996
5.243835316296865,-1.994382022
5.38993633282632,2.97752809
-14.77184920720211,0.936329588
-3.195864738380249,1.058052434
5.387670677077353,-0.084269663
2.037450957310665,-1.048689139
14.931535064658714,3.913857678
12.179698628719029,0.046816479
-3.029461215257835,0.056179775
2.9900916233290626,-2.968164794
6.576683498275362,-0.056179775
7.892616393324586,3.93258427
6.2992855886640395,2.940074906
-5.426991982236299,1.975655431
6.402484837568633,2.93071161
6.579051121603969,-1.039325843
9.754311518480852,-1.039325843
-3.3764050567052397,-2.088014981
7.336582087723679,-3.005617978
-0.3523164185386942,-2.106741573
0.492325839257372,-1.020599251
0.5355458127107714,2.958801498
13.546805474494588,0.018726592
8.300797766978008,-0.046816479
2.5863249420967893,-0.028089888
11.589737885524451,3.033707865
6.5837590591144854,3.913857678
2.6724300406369808,-1.900749064
10.846973367695007,2.078651685
6.243167671458049,-2.958801498
6.848427083464089,3.941947566
-0.7762834064440546,3.867041199
7.963061291474764,1.020599251
-2.8773067225386186,-0.037453184
6.061040913935304,2.986891386
5.647602300813434,2.958801498
9.570419997130253,-2.958801498
10.770246781915853,0.018726592
11.308368991421107,-0.028089888
3.95247778547266,0.9082397
1.1141201429456224,0.992509363
2.1029262955699677,-1.058052434
4.4459932050318915,1.891385768
7.404608772028971,1.020599251
3.8371240753757125,2.02247191
1.7191312963021157,2.911985019
2.607727092031906,-0.065543071
-2.3426410822799903,3.848314607
5.496013547248728,-0.102996255
8.23868782853709,-0.046816479
11.17687030664406,2.921348315
-3.70125808640396,2.958801498
5.66497149260037,2.06928839
6.929270616540887,2.940074906
1.2199344401987209,-0.093632959
4.66088507244164,2.949438202
2.81638958330553,2.003745318
2.495451078700293,-1.06741573
2.361912767856169,-0.046816479
6.115911159726205,-0.028089888
5.937962179416716,3.904494382
5.028669463358486,2.041198502
0.3353876730252336,2.078651685
3.7777988011072305,1.947565543
1.707618166279825,2.116104869
0.5800347699327533,0.121722846
5.158599275980441,-0.084269663
12.936506539509683,-3.053284419
14.068861377283527,3.119087963
14.861851552915875,0.039482126
-0.5100470755422117,-2.197838354
14.973188803255637,2.316284732
29.909114117712633,0.236892757
18.849338355271417,-4.0
14.300346527891467,-1.473999375
16.867823141184015,1.263428036
20.91823124834841,-0.381660552
17.934614303553683,3.35598072
31.74352023214819,-3.842926942
4.923818559239617,0.842285357
9.576260155500966,1.184463783
10.360445171684972,0.908088901
19.34962787230704,-0.394821261
7.581342502250093,1.039695988
9.039883990673303,-0.078964252
3.1063982548062223,-1.42135654
23.595853682732486,-1.408195831
16.212745937271492,2.855873789
12.977933169061822,-0.10528567
7.211202292558978,-0.723838979
11.002827840077286,-4.0
8.84240479990437,4.0
10.73222268534187,0.750160396
15.584529398600466,-2.855873789
4.557945475712637,0.71067827
4.527404990548227,-3.382302137
18.216469056868117,1.289749453
7.537294273605113,-4.0
9.834486765986913,-1.816177801
18.062689774553455,0.223732048
7.3411923194689,1.342392288
13.799553523801286,1.158142366
16.06899393902515,-1.868820636
18.95128024855313,2.869034498
12.090656847806784,-2.184677645
12.90081664749856,-1.684570714
8.140018640553343,1.342392288
20.61782757099695,-2.43473111
12.379421159347629,2.13203481
14.130605777972274,-3.000641585
14.674937433063961,-0.092124961
9.727532805329437,0.592231892
23.818846669938825,4.0
11.85641509120095,-0.513267639
8.971047115078079,1.513481501
14.187644828926121,-2.579498906
24.219107892733568,-2.092552684
13.931704589840518,-3.184891506
7.845453329472716,-3.487587807
16.22482545936728,-2.724266702
9.007237267382761,-3.829766233
11.003800291521717,1.500320792
13.962483296983399,-1.000213862
24.509972346700383,-2.02674914
15.299774261572038,-1.947784888
0.6773678719343307,-1.697731423
10.256298144235677,4.0
13.83231508548497,-1.500320792
13.128494202512957,1.803017092
8.253934537700616,-2.934838041
12.58441978729122,-0.802803231
24.50704658369452,0.881767483
18.084209477190132,0.236892757
15.832267165409496,0.10528567
