n200,valence
-13.087215374674638,-1.938202247
-18.58169292000777,-0.093632959
-2.2663864545471,1.985018727
-5.54649219602788,-0.074906367
-10.406298412428354,-1.947565543
-4.130970101869952,-1.020599251
-10.354013582182041,-0.028089888
-12.76106047964982,-1.039325843
-18.42090250617033,-0.964419476
-32.28661361675055,2.06928839
-8.829318382473144,0.112359551
-6.27597500024689,0.964419476
-6.410340623522553,3.061797753
-6.065477048536661,2.097378277
-9.796235369446581,0.028089888
-5.464856162762412,0.889513109
-25.373274191910717,1.076779026
-6.836776752782023,3.005617978
-9.64625852910883,0.983146067
-5.773919015029224,1.956928839
-14.124320244017357,-0.084269663
-10.411386735024376,-0.065543071
-13.441781665661297,-0.992509363
-20.85636495679977,3.88576779
-10.253407623642644,3.93258427
-6.813178316293121,-2.059925094
-5.244500156813378,-0.028089888
-7.190100143194032,3.679775281
-18.450682123995403,3.08988764
-11.360160088023852,1.142322097
-16.367116737696417,2.996254682
-10.78904330647949,1.985018727
3.598052883061708,3.014981273
-15.016917894321205,-0.037453184
-0.9295418871954481,-0.037453184
-21.999499524321667,-2.902621723
-13.376973060654786,-1.985018727
-24.023169786951378,2.883895131
-0.24395784741683543,-1.985018727
-4.135364789066548,3.801498127
0.8017944482679931,3.876404494
-10.047589873035166,-3.979400749
-7.549919134254535,-3.043071161
-25.40298817677067,1.029962547
-1.3162712118799262,3.838951311
-15.281941982713997,2.986891386
-11.040328105095798,0.95505618
-9.4049988900346,0.009363296
-11.325613123761732,-0.093632959
-33.37654123477897,-1.048689139
-19.878513771533566,2.059925094
-14.200019183513897,2.97752809
-6.310370231701633,1.966292135
-9.27007217386116,-0.102996255
-8.274553490873393,-0.009363296
-16.329188188915996,1.020599251
-7.607008973162672,0.037453184
-4.889125532378477,3.88576779
-5.963922738532024,-0.936329588
-11.120680994958459,2.93071161
-7.737155675674931,2.97752809
-11.474436899777059,3.014981273
-3.071079974567106,-2.041198502
-10.195395564173909,-0.018726592
-5.460265508180388,-1.235955056
-13.55719366904547,-0.093632959
-21.4981895293488,2.031835206
-12.840634269468381,1.994382022
-7.943845419074423,-2.968164794
-5.736418878405669,2.940074906
-6.979637942404783,3.005617978
-18.40832170613387,1.947565543
-19.43799988297749,-2.921348315
-4.342691883147052,-0.187265918
-2.195856024237413,2.958801498
-15.57590102956374,3.08988764
-13.143315431368187,2.003745318
-8.686036281281304,3.857677903
-15.675739329329117,-1.011235955
-21.637146407762465,1.039325843
-15.418764406943472,-1.029962547
-8.66160010585491,-1.001872659
-7.554766766030718,3.88576779
-8.946829339337544,-0.037453184
-22.401491145592853,-0.037453184
-15.57279258959144,3.033707865
-6.692769302385312,2.986891386
-18.174266548902647,-0.936329588
-8.679377272300336,-1.058052434
-15.822943531777874,0.992509363
-7.910740918334574,0.009363296
-9.017238926235905,3.970037453
-13.43674471680187,-0.065543071
-18.51469937943039,-1.076779026
-2.650510172769404,3.951310861
-19.272037801077268,0.018726592
-14.349970023684396,1.001872659
-15.597674312811579,0.964419476
-13.060019804753125,0.992509363
-15.847571796812822,3.88576779
-9.781319303417622,-0.565910474
-9.316122417253567,-1.987267014
-24.805092955664563,-1.092338822
-14.749043580228632,-2.974320167
-15.42091232566683,-2.513695362
-14.432788134581761,-2.632141741
-19.18970750187066,-1.250267327
-17.31087174406315,-2.23732048
-16.072499225214244,-3.408623554
-19.594257596749124,1.31607087
-10.870557852414478,-1.579285044
-14.466785997707973,-0.723838979
-1.9010202515692898,1.381874414
0.26632437094561556,-1.026535279
-27.198614361079784,-2.724266702
-9.114344702117462,-2.64530245
-15.426478461556504,4.0
-7.26386600791909,2.763748828
-18.4389433416819,1.105499531
0.9692829356867723,-2.513695362
-7.952124417750584,-0.579071183
-17.913625090256975,-0.144767796
-19.681943955874907,-2.303124023
-16.00143767435229,0.118446378
-8.269701957656146,0.658035435
-8.327039064912949,-2.382088275
-9.79768084524924,-2.43473111
-8.196503705499765,2.84271308
-0.5675481203501483,2.64530245
-11.91269816804384,1.250267327
-17.456027810809598,1.52664221
-26.972080313720525,1.066017405
-17.575309787995195,0.829124648
-2.8604602204390064,0.631714018
-6.614474990238857,-3.026963002
-33.6802309952746,-2.934838041
-20.7553099894099,0.329017718
-20.011885100105143,3.44810568
-7.062839524793546,3.895569776
-11.502071210212232,-0.394821261
-3.9276577677729323,-1.289749453
-6.477324422086477,-3.645516311
-12.303657740862118,-4.0
-11.040673946486736,0.381660552
-13.121408587132889,2.855873789
-5.2604011057413045,1.092338822
-5.018346506963271,-1.487160084
-9.394350271288397,0.026321417
-13.143836154758652,1.355552997
-24.119318299561968,-1.105499531
-22.000753852541624,-0.144767796
3.209482341716957,-0.276374883
-14.877218858596516,1.803017092
-22.731874840188077,1.697731423
-24.129870675986126,1.11866024
-5.079628060115262,-2.750588119
-7.4306454966915245,0.289535591
-9.791781677247126,3.777123398
-1.9252575855570786,-3.921891194
-12.987434128261635,1.092338822
-7.486649317243011,-0.723838979
-13.947559981942911,2.566338197
-13.627140519554324,-2.829552371
1.9673308348117828,-0.3026963
-6.89974125992735,-2.816391663
-7.0648013104012914,-1.816177801
4.324483572906126,1.671410005
-14.799145784526477,2.487373945
-10.865163419001076,-0.579071183
-12.531908064688913,-0.144767796
1.007093725095288,2.13203481
-19.394590394185013,-1.250267327
-10.266092946905848,-1.289749453
-11.23603553826912,1.210785201
0.778251871741284,0.565910474
1.4638684968500921,0.329017718
-14.563038938366242,0.131607087
-15.962544224439132,-3.369141428
-22.117372244986687,1.368713705
-8.77805568962095,-1.42135654
-24.37286712447672,-3.421784263
1.112258477238527,-0.263214174
-9.075885824513207,-2.355766858
-11.820497321700802,-1.131820949
-17.870976414063033,1.342392288
-14.268711068251159,0.250053465
-9.792964726938646,-2.461052528
-13.232144612284733,-2.276802606
-20.001422978393347,-2.105713393
-11.386774225272232,-0.342178426
-9.613674390633783,0.6053926
-8.10819584971688,-2.329445441
-16.857988785019963,-4.0
-9.415839403424593,0.789642522
-11.35164192042466,-0.157928504
-18.57915583744412,-1.31607087
-9.205518083077422,-4.0
-10.221775188470588,-1.789856384
-16.433885661409906,1.052856696
-11.726298689856538,-0.365168539
-18.685153521281165,-1.582397004
-18.174707636808154,-1.853932584
-8.886099022664107,-1.685393258
-15.372039773103879,-0.79588015
-11.942930373825297,-1.554307116
-6.9313363990976,-1.488764045
-14.487085778685111,-1.451310861
-6.402967824226495,-0.617977528
-23.89147590039686,1.132958801
-3.0868203624193913,-0.486891386
-4.146649638924199,-1.245318352
-24.93335392285917,-0.018726592
-3.6266684611243547,-1.582397004
-6.587730355756141,-1.647940075
-0.9542719841993456,0.683520599
-2.960532579188044,-0.411985019
-10.56266176744645,0.533707865
19.47483186681206,-0.440074906
-13.82929983062855,-2.097378277
-15.776421107693505,-1.357677903
-22.80710736839914,-1.142322097
0.1524389698703485,-0.421348315
-7.263569802246103,1.329588015
-32.95307287508271,-2.247191011
-22.183608461595213,0.655430712
-13.76410608363414,1.189138577
-16.533690074321623,1.076779026
-11.459958844651355,1.376404494
-37.41150202993274,0.280898876
-1.8009541689743434,1.507490637
-6.9698120493536635,0.43071161
15.194878413110393,-1.423220974
-5.0871194656117815,-0.739700375
-24.362844696229214,-1.170411985
4.6899306494342055,1.498127341
-12.292091412623764,1.5917603
-0.27465612681232376,0.084269663
4.645487089121229,1.647940075
14.005080437120588,0.112359551
-14.91859457619682,-2.294007491
-8.068617709971091,-1.320224719
-21.157519225352086,0.43071161
-17.402786732016065,1.189138577
-23.94765233871201,0.271535581
-2.630115992312498,-0.43071161
-19.298313009656688,-0.102996255
-13.879261361616528,-0.271535581
-20.166756393474603,0.308988764
-29.199061950815572,0.215355805
-9.961522068575178,0.63670412
-12.053874042200562,0.533707865
-7.651689606436262,-1.132958801
-20.596823437700568,0.47752809
-3.736239439019091,-1.235955056
-4.529475723228956,-0.271535581
-19.23239150159871,0.842696629
-11.058344677378052,-2.200374532
-3.189676493573615,0.58988764
-5.682448997800803,-0.168539326
-12.890159381784578,0.468164794
-20.320146351417616,-0.561797753
-17.90412150703066,-0.046816479
-10.366745265307333,-1.001872659
-5.436164599180225,-0.655430712
-12.582251261486446,0.617977528
-13.306545582257781,0.758426966
-8.910022746919976,1.020599251
-11.186736443489783,-0.646067416
-7.993777945001097,0.833333333
-5.162770653017376,0.280898876
-0.8882952433145221,-1.573033708
-17.1978828581208,-0.327715356
-8.141152736726722,0.63670412
-3.478602296171643,-0.449438202
-19.8162295919292,1.86329588
-14.478447654666525,0.599250936
-2.019162188212562,-1.470037453
-3.891573692533144,-0.168539326
-8.893218241645254,-0.505617978
-11.81258044380965,-1.582397004
-2.1854685823841646,2.378277154
4.239895419440672,-0.805243446
-4.676166246342239,-1.151685393
-4.2648639665260015,1.217228464
-5.031403854454393,0.63670412
-13.22584924569434,0.74906367
-3.5313762674040214,-1.367041199
-17.78064521520347,0.730337079
-10.599937981615739,-0.814606742
-6.762301640273979,1.404494382
-9.599773720505166,1.039325843
-23.36810027961034,-1.329588015
-6.879413501254496,0.674157303
-1.684763297268659,-0.514981273
-2.6757412110589955,-0.149812734
10.308177098031285,-1.001872659
5.092472418908308,-2.425093633
-12.318604879484573,0.758426966
-6.247936903622674,-2.40721399
-20.11387742995712,-0.510049313
-8.181645305572928,-1.217155314
-12.20963639873823,0.955875697
-23.201301439770578,-1.713485432
-14.141514498636628,-0.408473783
-17.68255337480466,0.733790023
-18.3075329603438,0.349430841
-21.399927031707286,-0.346832847
-19.780455095077453,-0.338137052
-19.093217879943634,-1.229952123
-11.42362280142068,0.817288174
7.3253519936143245,0.539740516
-5.506180802265695,-0.999965025
-22.635779146288424,-0.426734039
-10.161388077242274,-0.527012286
-13.092817026433776,-1.462716663
-2.3905127640405635,-1.252125944
-13.499214375641573,2.254660389
-14.60288356633309,3.016612307
-12.298639995250117,-1.974206131
-5.210264477214594,0.732666473
-7.1765504039908015,-2.40721399
0.6128264440968605,-0.510049313
3.8215086238324703,-1.409899537
-8.646544972848563,-1.264458703
-7.195372929494721,-1.217155314
-8.491049837761839,-1.389589917
3.517259649044768,0.955875697
-3.946855073351182,-1.534597561
4.468284174419042,-1.713485432
-17.531726517576978,-0.408473783
-13.644983048215247,0.733790023
-2.0592981271250665,0.349430841
-0.739823383749091,-0.346832847
-4.9013934147459555,-0.338137052
5.011369917840262,-2.09956137
-6.069996396645476,-1.229952123
-8.988327838300577,0.817288174
-22.15186618725064,-2.307796407
-13.055814263102427,1.460923327
-6.317519984652561,-0.358576971
-20.269120760420872,2.034224035
-3.1620277588977617,-0.544730769
-0.984588505284709,3.08397386
-14.379093088522884,-2.160148478
-8.128203632767432,1.390019678
-19.62467062548348,-1.396469516
-22.693545937019792,0.474912951
-19.21757003415089,1.545306145
-9.962463355774087,-1.120572322
-14.33810722942226,-1.283012704
-3.0116783897390254,0.867605602
-16.745157658290587,0.557071529
3.0972876724442515,1.16055035
-19.720648664661162,-2.025229922
-22.382344739723628,3.922954659
-0.8943118198025463,1.535156479
-16.235968266731707,-1.467170858
-8.873516479317368,1.995829036
-15.72941874884494,-3.031375042
-14.42703842432039,-2.05581265
-19.594840001031038,-1.501894604
-22.475883280716896,-0.467856189
-17.243195883821837,-1.303772658
-18.216981239941322,-1.225289906
-10.63212205936859,2.15164356
-12.374288342447914,-1.005421613
-17.391900362805686,-0.509833289
-11.791365348395617,1.086950409
6.301652036958744,2.375399129
-15.003759532833316,-1.872835195
-15.608904658222317,-1.776521947
-11.52859931651391,2.003397852
-16.643369037921424,0.495908359
1.4697635145843029,2.236901901
-21.753757978950077,0.669399076
-16.638794328440387,-3.05507017
-16.431595536405027,0.494927681
-17.196463574020413,-2.080199281
-19.54106166358816,0.622748329
-17.20520091460277,0.413884652
-8.794196771230236,-0.776627787
-12.33182125110394,1.11423221
-13.608308352269338,-0.215355805
-15.16624792407016,1.413857678
-17.668561447838705,1.5917603
-15.414718629439385,-1.06741573
-18.563739705435413,-3.867041199
-10.829979136395599,2.921348315
-6.59297520841524,-0.786516854
-15.00071729775834,-3.829588015
-13.914668439092242,1.872659176
-13.778277857326557,1.395131086
-13.45946999127606,1.441947566
-17.42370087598792,2.602996255
-7.592014166015411,2.874531835
-22.46259463699073,0.74906367
-3.8761237007174825,-3.998127341
-32.26104866470532,2.734082397
-37.10344137989513,2.855805243
-16.389565996102924,3.014981273
-22.348566349136465,1.404494382
-23.38030378010596,-0.252808989
-12.694165262302688,-3.895131086
-6.090252540545533,-0.009363296
-13.055042817176037,2.921348315
-44.92614676195872,4.0
-10.765369355826108,-3.782771536
-13.66116281575368,1.938202247
-21.117621012891387,2.893258427
-24.94335213651733,3.689138577
-15.847664470514177,3.033707865
-7.648973204224599,1.947565543
-12.97589445659457,2.687265918
-12.448266320048607,3.876404494
-10.811587781377847,0.299625468
-7.615536677953831,1.245318352
-16.429905010148868,-3.754681648
-24.688702617146408,3.923220974
-16.397574530469562,2.790262172
-23.748424034799346,1.788389513
-10.248990914721603,3.024344569
-17.68765372105006,2.097378277
-14.380039162388277,-3.829588015
-11.045762384239778,-3.867041199
-28.255696996113716,2.827715356
-18.589628716339952,2.958801498
-33.4712618052817,2.808988764
-15.68480662544677,-0.252808989
-22.114483994414034,0.674157303
-13.855714002336446,1.666666667
-17.050150469243476,3.005617978
-18.56434334857059,2.893258427
-16.270722979823002,2.911985019
3.036727580933942,3.661048689
-16.51157606022379,2.724719101
-22.062888956716755,2.471910112
-27.129195925752107,-0.599250936
-0.7542507842034919,2.509363296
-28.50485700222775,2.911985019
-27.732234777167175,-3.632958801
-6.3479657174240005,2.940074906
-4.464764298351764,2.228464419
-10.17428960406322,2.902621723
-20.38248991663184,-3.923220974
-20.932193157688992,1.198501873
-8.561808990955592,-1.029962547
-2.5201754936570353,-0.468164794
-10.93301678850723,2.209737828
-15.982137818314534,2.378277154
-14.398574569202154,0.215355805
-8.264847588033,0.15917603
-15.47187812540723,2.902621723
-15.706511227445615,2.743445693
-25.095192805017426,-3.024344569
-16.767326720748766,0.561797753
-8.256166060156906,2.34082397
-32.90777219562925,2.631086142
-18.223882663316356,3.061797753
-5.846388279839237,0.63670412
-14.34538763977576,-3.88576779
-23.444288261029314,2.350187266
-25.445394558375142,1.357677903
-13.4321836773937,-3.904494382
-10.51901770788971,0.692883895
-24.45517914897506,-0.149812734
-2.962461092630726,-1.301498127
-20.8395585718638,2.986891386
-28.51515078441467,3.024344569
-21.272898102731215,1.27340824
-5.48252096307263,-3.904494382
-19.781577931797624,2.106741573
-23.361160602307855,0.608614232
-22.825365209568258,2.940074906
-16.005607646108597,1.713483146
-24.757776249494487,-0.47752809
-12.214530738160432,2.219101124
-26.14932265150687,-2.059925094
-17.617208382505595,2.762172285
-6.549625163619434,1.27340824
-21.174637512768456,1.647940075
-12.09665318340172,2.911985019
-0.8769714905479193,0.71067827
-0.7099625022881055,-1.092338822
2.2330015107828673,-1.289749453
-22.15012897385984,-1.000213862
-17.409498144351282,-1.408195831
-6.740749191318207,-3.000641585
-5.396230095691874,-1.408195831
-5.339929648876043,-1.960945597
-31.300529271267163,-3.395462846
-9.10064999125264,1.539802918
-7.810143447051331,0.947571027
-19.380604927250438,1.223945909
-15.03313939360883,1.579285044
-21.783792175861862,1.697731423
-7.244992579667015,-1.434517249
-14.149770797400578,-3.487587807
-18.83052277684801,1.276588744
-1.205208655956932,1.210785201
-6.858652460109791,2.408409693
-11.328741487825255,-1.210785201
15.077677184034583,-2.053070558
